CheeseId,CheeseName,ManufacturerName,ManufacturerProvCode,ManufacturingType,WebSite,FatContentPercent,MoisturePercent,Particularities,Flavour,Characteristics,Ripening,Organic,CategoryType,MilkType,MilkTreatmentType,RindType,LastUpdateDate
1484,Buchevrette,Ferme Floralpe,QC,Artisan,http://www.floralpe.ca,18.00,60.00,N/A,Slightly pungent and acid,Mild to sharp aroma with a hint of its soil,Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1485,Heidi,Ferme Floralpe,QC,Artisan,http://www.floralpe.ca,20.00,60.00,N/A,"Sharp, lactic, goat flavour, slightly acid",Smooth and creamy with a bloomy rind,2 Months,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1486,Micha,Ferme Floralpe,QC,Artisan,http://www.floralpe.ca,18.00,60.00,N/A,"Mild and acidulous, seasoned with fine herbs and garlic","Creamy cheese, relatively dried and crumbly texture",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1487,Montagnard (Le),Ferme Floralpe,QC,Artisan,http://www.floralpe.ca,28.00,42.00,N/A,Mild,Cheese made with a cheddarization process,Unripened,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
1488,Peter,Ferme Floralpe,QC,Artisan,http://www.floralpe.ca,22.00,55.00,N/A,Sharp and goat flavour,"Washed rind, Muenster type",2 Months,false,Soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1489,Roubine de Noyan,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,26.00,50.00,N/A,Butter and hazelnut taste,"Mixed whity rind, melting texture in its centre",N/A,false,Soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1490,Soeur Angèle (La),Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,29.00,50.00,Awarded a first place medal at the 2010 American Cheese Society Judging and Competition.,Buttery taste,Camembert type cheese,N/A,false,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,2016-02-03
1491,Saint-Paulin Fritz léger,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,12.00,50.00,Light cheese,"Mild, lactic","Pressed, uncooked, interior-ripened cheese",Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1492,Empereur léger,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,15.00,0.00,Low in fat cheese,"Sharp, slight hazelnut flavour",N/A,2 Months,false,Soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1493,Raclette Fritz Médium,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,N/A,Sharp and fruity,"Pressed, surface ripened",4 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1494,Raclette Fritz Poivre,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,With pepper,"Sharp, peppery and fruity","Pressed, surface ripened",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1495,Raclette Fritz Fort,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,N/A,"Very sharp, fruity","Pressed, surface ripened",3 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1496,Chevrochon,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,50.00,N/A,Pronounced,N/A,2 Months,false,Soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1497,Douanier (Le),Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,2004 Winner of the Washed-rind cheese type and Canadian Cheese Grand Prix Champion,Fairly pronounced fruity flavours,Surface ripened,2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-06-24
1498,Clos Saint-Ambroise,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,50.00,Rind washed with St-Ambroise beer,"Fruity, nutty taste accentuated by the aroma of St-Ambroise beer","Surface-ripened cheese, washed rind",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1499,Cristalia,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,23.00,50.00,N/A,"Mild, lactic, slightly acidulated, flavoured with five peppercorns, garlic, herbs or parsley",N/A,Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1500,Empereur,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,50.00,N/A,"Sharp, slight hazelnut flavour",N/A,2 Months,false,Soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1501,Miranda,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,26.00,40.00,2006 Canadian Cheese Grand Prix champion Category Swiss type cheese,"Sharp, fruity flavour with notes of apples and nuts","Pressed, cooked, surface- and interior-ripened, washed-rind cheese",6 Months,false,Firm Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1502,Mouton noir,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,N/A,"Mild, lactic",Covered with a black wax.,N/A,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1503,Noyan,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,50.00,N/A,"Mild, creamy flavour with hints of hazelnut","Pressed, surface-ripened",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1504,Port-Royal,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,27.00,50.00,Cream enriched,Mild,N/A,Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1505,Raclette Fritz,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,N/A,Sharp and fruity,"Pressed, surface ripened",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1506,Raclette Griffon,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,"Rind washed with Griffon beer, 2004 Canadian Cheese Grand Prix Category Winner","Sharp, hazelnutty","Pressed, surface-ripened",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1507,Saint-Paulin Fritz,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,50.00,N/A,"Mild, Lacitc","Pressed, uncooked, interior-ripened cheese",Less than 1 Month,false,Semi-soft Cheese,Cow,Pasteurized,N/A,2016-02-03
1508,Vacherin Fritz Kaiser,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,44.00,N/A,"Sharp, lactic and fruity, slightly woodsy","Pressed, surface and interior-ripened cheese, washed rind",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1509,Zurigo,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,12.00,47.00,Made from partially skimmed milk,Sharp and slightly woodsy,"Moist, washed rind",2 Months,false,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1510,Tomme du Haut-Richelieu,Fromagerie Fritz Kaiser,QC,Artisan,http://www.fkaiser.com/welcome.htm,24.00,48.00,N/A,Mild,"Surface ripened, washed rind",2 Months,false,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1511,Gré des champs (Le),Fromagerie Au Gré des Champs,QC,Artisan,http://www.augredeschamps.com,35.00,31.00,Organic on-farm cheese,"Lactic, lightly nutty with notes of caramel",N/A,3 Months,true,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
1512,D'Iberville (Le),Fromagerie Au Gré des Champs,QC,Artisan,http://www.augredeschamps.com,31.00,44.00,Organic on-farm cheese,Floral with a note of mushrooms,Light yellow color with small openings du to the type of moulding process,2 Months,true,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1513,Monnoir (Le),Fromagerie Au Gré des Champs,QC,Artisan,http://www.augredeschamps.com,35.00,29.00,Winner of the Caseus de Bronze (Bronze) at the 2010 Sélection Caseus,Sharp nutty taste,Cooked mixed rind,6 Months,true,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
1514,Pikauba,Fromagerie Lehman,QC,Farmstead,N/A,32.00,43.00,N/A,Buttery and fruity,"Orange rind, golden-yellow interior showing small holes",4 Months,false,Semi-soft Cheese,Cow,Thermised,N/A,2016-02-03
1515,Kénogami (Le),Fromagerie Lehman,QC,Farmstead,N/A,27.00,48.00,Grand Champion of the Canadian Cheese Grand Prix 2009,Notes of cream and hazelnut,"Surface ripened, washed rind",2 Months,false,Soft Cheese,Cow,Thermised,Washed Rind,2016-02-03
1517,Cheddar doux (Fromagerie Lemaire),Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,31.00,39.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,3 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1518,Cheddar mi-fort (Fromagerie Lemaire),Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,31.00,39.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,9 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1519,Cheddar fort (Fromagerie Lemaire),Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,31.00,39.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,3 Years,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1520,Cheddar très fort (Fromagerie Lemaire),Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,31.00,39.00,N/A,Hazelnut flavour that intensifies with age,Creamy-colored,More than 5 Years,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1521,Voltigeur,Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,19.00,0.00,N/A,N/A,Light Monterey Jack type cheese,2 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1522,Suisse (Fromagerie Lemaire),Fromagerie Lemaire,QC,Industrial,http://www.fromagerie-lemaire.ca,26.00,40.00,Winner at the 2011 Canadian Cheese Grand Prix,"Emmental-like flavor, but less pronounced. Slightly sweet almond flavor.",Firm and supple cheese showing big round eyes distributed in the mass,1 Month,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1523,Deo Gratias (Le),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,27.00,55.00,Lactic curds,"Lactic, slightly acid",Cylindrical-shaped,Less than 1 Month,false,Soft Cheese,Ewe,Pasteurized,N/A,2016-02-03
1524,Secret de Maurice (Le),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,24.00,55.00,Extremely runny interior,Vegetable flavor,"Very white, runny and unctuous. Small rounds.",1 Month,false,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,2016-02-03
1525,Tomme D'Elles (La),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,32.00,45.00,Made with mixed milks (ewe and cow),Floral aroma,"Brownish with white specks, washed rind",9 Months,false,Semi-soft Cheese,Ewe and Cow,Pasteurized,Washed Rind,2016-02-03
1526,Ciel de Charlevoix (Le),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,32.00,44.00,2009 Canadian Cheese Grand Prix Category Winner,Pronounced with notes of cream and mushrooms,Veined cheese,2 Months,false,Veined Cheeses,Cow,Raw Milk,N/A,2016-02-03
1527,Migneron de Charlevoix (Le),Maison d'affinage Maurice Dufour (La),QC,Artisan,http://www.fromagefin.com,29.00,47.00,"Also available : Le Migneron affinée à la seigneuriale Grand Champion 2002, Canadian Cheese Grand Prix","Sharp, fruity with butter and hazelnut notes","Surface-ripened, washed rind, slightly orange, somewhat sticky texture",2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1529,Ricotta La Moutonnière,Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,12.00,70.00,N/A,Slightly sweet taste,Semi-granular texture,Unripened,false,Fresh Cheese,Ewe,Pasteurized,No Rind,2016-02-03
1530,Bleu de la Moutonnière (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,29.00,48.00,Awarded a first place medal at the 2010 American Cheese Society Judging and Competition.,Mild and distinctive,"Veined cheese, natural rind",2 Months,false,Veined Cheeses,Ewe,Pasteurized,N/A,2016-02-03
1531,Cabanon (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,20.00,58.00,Awarded second place at the 2012 American Cheese Society Judging and Competition,All sorts of subtle and full-bodied flavors from hazelnut to spices,N/A,Unripened,false,Soft Cheese,Ewe,Pasteurized,N/A,2016-02-03
1532,Fleur des Monts,Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,30.00,50.00,Inspired by cheeses from Pyrenes ewe's. Winner of The American Cheese Society Contest in the ewe's milk farmstead cheeses category.,"Mild, almond taste","Creamy texture. Pressed cheese, uncooked.",6 Months,false,Semi-soft Cheese,Ewe,Pasteurized,N/A,2016-02-03
1533,Neige de Brebis (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,20.00,60.00,"Awarded second place (silver) at the 2009 American Cheese Society Judging and Competition in Austin, TX.","Mild, slightly sweet","Creamy, soft texture",Unripened,false,Fresh Cheese,Ewe,Pasteurized,N/A,2016-02-03
1534,Bercail (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,20.00,50.00,N/A,Strong and flavourful,"Creamy, slightly aged rind, very soft, becomes increasingly firm in texture and develops amber-coloured rind as it ages",Less than 1 Month,false,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,2016-02-03
1535,Soupçon de Bleu (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,29.00,48.00,N/A,Delicate aroma of blue cheese without the sharp spicy flavour,Lightly veined by natural green and blue molds,2 Months,false,Veined Cheeses,Ewe,Pasteurized,N/A,2016-02-03
1536,Foin d'odeur (Le),Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,20.00,58.00,Creamy to runny texture.,Mild,N/A,6 Months,false,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,2016-02-03
1537,Féta La Moutonnière,Moutonnière (La),QC,Farmstead,http://www.lamoutonniere.com/index_ang.html,22.00,54.00,"Marinated in herbs flavoured olive oil, cured in brine. Winner of the American Cheese Society in 2008 and 2012 in the Feta cheese made from ewe's milk category.","Pronounced, acidulous and salty","Lightly pressed, very soft and crumbly texture",Unripened,false,Fresh Cheese,Ewe,Pasteurized,N/A,2016-02-03
1538,Cheddar frais (La Pépite d'Or),Fromagerie La Pépite d'Or,QC,Artisan,http://www.fromageriepepitedor.com,25.00,42.00,N/A,"Flavors : plain, BBQ, garlic, onion, fine herbs, maple, souvlaki, 3 peppers and bacon",Cheese curds or blocks,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1539,Twist Filamenté (La Pépite d'Or),Fromagerie La Pépite d'Or,QC,Artisan,http://www.fromageriepepitedor.com,0.00,0.00,N/A,"Flavors : Plain, BBQ, garlic and fine herbs, souvlaki, armenian, fine herbs, jalapenos, marble, colored, unsalted",N/A,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1540,Fromage saumuré (La Pépite d'Or),Fromagerie La Pépite d'Or,QC,Artisan,http://www.fromageriepepitedor.com,0.00,0.00,N/A,N/A,"In form of sticks, cubes, balls or filamentous",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1541,Mozzarella (La Pépite d'Or),Fromagerie La Pépite d'Or,QC,Artisan,http://www.fromageriepepitedor.com,15.00,52.00,N/A,N/A,N/A,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1542,Grand Cahill (Le),Fromagerie La Pépite d'Or,QC,Artisan,http://www.fromageriepepitedor.com,25.00,39.00,N/A,Mild to sharp,"Creamy-colored, crumbly texture",2 Months,false,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
1543,Cheddar moyen (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,N/A,Fruity flavor that intensifies with age,Medium white cheddar (3 to 9 months),9 Months,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1544,Cheddar 1 an (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,N/A,Fruity flavor that intensifies with age,N/A,1 Year,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1545,Cheddar 2 ans (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,N/A,Fruity flavor that intensifies with age,N/A,2 Years,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1546,Doyen (Le),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,Winner at the 2011 Canadian Cheese Grand Prix,N/A,N/A,4 Years,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1547,Réserve spéciale 115e,Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,Raw milk cheddar,N/A,N/A,18 Months,false,Firm Cheese,Cow,Raw Milk,No Rind,2016-02-03
1548,Suisse léger (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,18.00,41.00,Made with skimmed milk,N/A,N/A,2 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1549,Suisse (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,27.00,40.00,N/A,Mild hazelnutty flavor,"Swiss type cheese, interior ripened",2 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1550,Cheddar au Porto (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,39.00,Ripenend in 10 year old Porto,"Sharp to pronounced, winey flavour","Pressed and cooked cheese, interior-ripened",9 Months,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1551,Suisse au lait cru (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,27.00,40.00,Lactose free. Public's prize in 2004 at Warwick's cheese festival,Mild hazelnut flavor,Mild hazelnut aroma,3 Months,false,Firm Cheese,Cow,Raw Milk,No Rind,2016-02-03
1552,Cheddar frais du jour (Fromagerie Perron),Fromagerie Perron,QC,Artisan,http://www.fromagerieperron.com/eng/accueil.shtm,34.00,40.00,N/A,Very mild. Curds are aslo available BBQ seasoned,"Daily fresh, withe cheese curds, twist or blocks.",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1553,Tomme des Demoiselles (La),Fromagerie Pied-de-vent,QC,Artisan,N/A,38.00,24.00,N/A,Pronounced and fruity,"Pressed, storage cheese",6 Months,false,Firm Cheese,Cow,Raw Milk,N/A,2016-02-03
1554,Jeune-Coeur,Fromagerie Pied-de-vent,QC,Artisan,N/A,25.00,50.00,N/A,"Mild to tangy, slightly salty","White and velvety bloomy rind, smooth and creamy  texture",3 Months,false,Soft Cheese,Cow,Raw Milk,Bloomy Rind,2016-02-03
1555,Pied-de-vent,Fromagerie Pied-de-vent,QC,Artisan,N/A,27.00,50.00,N/A,"Sharp, hazelnut flavour and slightly salty",N/A,2 Months,false,Soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1556,Curé Labelle,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,28.00,45.00,N/A,Slightly nutty,Reblochon type cheese,N/A,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1557,Fée des bois,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,24.00,48.00,Washed rind with El Lapineau beer from du Lièvre microbrewery in Mont-Laurier,Fresh cream taste,Raclette type cheese,N/A,false,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1558,Barre du jour,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,24.00,48.00,"Washed rind with beer, with a layer of Espelette's pepper in its centre",Spicy,Raclette type cheese,N/A,false,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1559,Chevrier,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,34.00,57.00,N/A,N/A,Spreadable cheese,N/A,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1560,Tortillard,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,35.00,35.00,Handmade one by one,N/A,Twisted cheddar type cheese,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1561,Cheddar nature (le P'tit Train du Nord),Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,31.00,41.00,Can be garlic or dill seasoned,Nutty taste,Slightly crumbly texture,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1562,Cheddar aromatisé au Porto (le P'tit Train du Nord),Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,31.00,41.00,Flavored with Porto,Nutty taste with a hint of Porto,N/A,1 Year,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1564,Wabassee,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,25.00,40.00,"Rind washed with a brine of the beer ""La Brune au miel"" from the microbrewery du Lièvre.  Raclette-type cheese",Distinct taste of nuts with creamy and buttery notes,"Pressed and cooked cheese, surface ripened, washed rind",2 Months,false,Semi-soft Cheese,Cow,Thermised,N/A,2016-02-03
1565,Windigo,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,29.00,40.00,Rind washed with mead,Slightly fruity flavours with sweeter notes provided by the mead,"Pressed, cooked, washed-rind cheese",3 Months,false,Firm Cheese,Cow,Thermised,N/A,2016-02-03
1566,Duo du Paradis,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,27.00,45.00,Made from 50% cow's milk and 50% ewe's milk,N/A,Creamy,2 Months,false,Semi-soft Cheese,Ewe and Cow,Thermised,N/A,2016-02-03
1567,Petit Soleil,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,17.00,55.00,"Also available : garlic and dill, herbes de Provence and lemon-pepper",Mild,Creamy and crumbly,Unripened,false,Fresh Cheese,Ewe,Pasteurized,No Rind,2016-02-03
1568,Boules de Chèvre,Fromagerie Le P'tit Train du Nord,QC,Artisan,http://www.fromagerieptittraindunord.com,17.00,55.00,"Flavor available: Garlic and Chives, Lemon-pepper, Sundried Tomatoes/Basil and Herbes de Provence",N/A,Fresh cheese marinated in sunflower oil,N/A,false,Soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1569,Fetos Feta léger (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,13.00,60.00,Matured in brine,"Salty, slightly tangy and strong taste","Soft, smooth and crumbly texture",N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1570,Ricotta de Lactosérum Bari,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,10.00,76.00,N/A,Fresh with a bitter hint,White fresh cheese,Unripened,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
1571,Mozzarella (Fiorella),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,20.00,60.00,N/A,N/A,Fresh soft cheese - Mozzarella,Unripened,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
1572,Mozzarella (Lino),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,15.00,52.00,Made from partly skimmed milk,N/A,Stretchy cheese,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1573,Mozzarella (Mozza Fina),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,15.00,52.00,Made from partly skimmed milk,N/A,Stretchy cheese,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1574,Mozzarella (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,20.00,52.00,Special 50th anniversary,N/A,Stretchy cheese,N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1578,Cheddar Kingsey,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,31.00,39.00,N/A,N/A,"Available white, yellow or marble",N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1579,Tortillons Kingsey,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,0.00,0.00,Marinated in a special brine,Salty,Tender texture,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1580,Princesse,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,0.00,0.00,N/A,Fresh,"Cheese curds or pressed, tender and crumbly texture",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1581,Caciocavallo (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,24.00,45.00,Champion in it's category at the American Cheese Society 2015,"Mild, butter and almond flavours becomes more pronounced with age","Pressed and cooked cheese, interior-ripened, slightly stringy texture",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1582,Caciocavallo fumé (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,24.00,45.00,Smoked cheese,"Sharp, lactic, smoky flavour","Pressed and cooked cheese, pasta filata",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1583,Cogruet (Le),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,26.00,45.00,Lactose free,Mild and hazelnutty,"Cooked, Canadian Swiss type of cheese",2 Months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1584,Mozzarina Mediterrano,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,20.00,60.00,N/A,Goat's milk and fresh cream,Smooth and creamy texture,N/A,false,Soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1585,Mozzarellissima,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,20.00,52.00,2nd in the italian style category at the American Cheese Society Contest in 2007. 2006 Canadian Cheese Grand Prix Category Champion,"Mild, milky flavoured cheese with a lightly salted butter flavour","Melt-in-your-mouth texture, stretchy cheese",N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1586,Raclette Kingsey,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,22.00,50.00,N/A,Sharp,N/A,2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1587,Bocconcini (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,18.00,60.00,"Preserved in salt water. Also mini-bocconcini, pearl bocconcini and cocktail bocconcini.",Delicate milk taste,"Pasta filata cheese, smooth, velvety and rather firm texture",Unripened,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
